,Buy-and-Hold,Continuous-Rebalance,New Rebalancing Approach
1569,1068218.182,1089263.477,1114297.276
1570,1062884.456,1084095.521,1108720.311
1571,1067785.568,1088867.628,1113844.892
1572,1071932.1,1092887.697,1118180.484
1573,1064743.274,1085945.18,1110663.827
1574,1053726.456,1075237.231,1099144.621
1575,1060078.782,1081474.262,1105786.591
1576,1056035.562,1077527.635,1101558.979
1577,1051182.322,1072772.765,1096484.41
1578,1038983.497,1060766.98,1083729.297
1579,1040190.378,1061968.757,1084991.191
1580,1043635.445,1065394.748,1088593.331
1581,1039597.142,1061392.224,1084370.86
1582,1029242.399,1051089.465,1073543.919
1583,1035851.028,1057729.948,1080453.88
1584,1026535.431,1048427.575,1070713.471
1585,1038450.267,1060433.074,1083171.601
1586,1024710.341,1046745.562,1068805.113
1587,1024251.278,1046282.28,1068325.096
1588,1025580.148,1047624.531,1069714.541
1589,1023758.54,1045787.36,1067809.846
1590,1025946.759,1047998.424,1070097.826
1591,1021125.131,1043137.364,1065056.311
1592,1021734.352,1043754.573,1065693.291
1593,1025027.547,1047088.676,1069136.634
1594,1012174.801,1034117.783,1055697.782
1595,1018917.15,1041008.459,1062747.56
1596,1018626.289,1040713.168,1062443.414
1597,1018809.724,1040899.512,1062635.192
1598,1012626.662,1034621.28,1056170.161
1599,1013825.541,1035846.055,1057423.688
1600,1021500.437,1043677.529,1065448.538
1601,1028745.458,1051015.356,1073023.91
1602,1034934.931,1057240.855,1079495.602
1603,1038229.929,1060536.026,1082940.83
1604,1045229.886,1067513.784,1090259.964
1605,1041426.265,1063746.93,1086282.876
1606,1038870.268,1061206.492,1083610.304
1607,1039320.291,1061655.099,1084080.827
1608,1044179.435,1066495.014,1089161.527
1609,1044105.429,1066421.888,1089084.124
1610,1044034.751,1066352.047,1089010.203
1611,1041662.161,1063999.63,1086529.401
1612,1055959.535,1078208.585,1101478.714
1613,1055874.814,1078125.821,1101390.108
1614,1048712.87,1071100.286,1093901.558
1615,1051937.24,1074284.307,1097272.938
1616,1055323.626,1077618.843,1100813.721
1617,1061818.305,1083993.049,1107604.537
1618,1061964.617,1084136.194,1107757.499
1619,1060153.027,1082369.182,1105863.279
1620,1060563.381,1082770.543,1106292.324
1621,1061073.979,1083269.661,1106826.184
1622,1058360.214,1080620.31,1103988.649
1623,1058480.237,1080738.137,1104114.123
1624,1061195.004,1083395.7,1106952.662
1625,1062903.509,1085064.255,1108739.054
1626,1069005.685,1091013.039,1115119.468
1627,1074338.535,1096184.196,1120695.475
1628,1074170.847,1096022.843,1120520.119
1629,1072860.947,1094758.99,1119150.466
1630,1075005.779,1096832.21,1121393.081
1631,1081953.493,1103534.443,1128657.589
1632,1079532.574,1101214.269,1126126.255
1633,1074278.572,1096166.725,1120632.649
1634,1073430.161,1095348.302,1119745.528
1635,1068762.014,1090839.329,1114864.492
1636,1071705.598,1093695.029,1117942.282
1637,1062139.874,1084441.593,1107940.34
1638,1059890.418,1082246.95,1105588.288
1639,1050678.047,1073239.452,1095955.811
1640,1044579.372,1067226.45,1089579.015
1641,1039031.786,1061725.708,1083778.437
1642,1032161.98,1054878.089,1076595.347
1643,1037050.11,1059782.989,1081706.355
1644,1039493.881,1062223.527,1084261.54
1645,1042839.513,1065557.321,1087759.711
1646,1039348.662,1062089.741,1084109.656
1647,1038206.364,1060951.532,1082915.248
1648,1036370.028,1059119.8,1080995.154
1649,1046219.126,1068963.171,1091293.349
1650,1054996.482,1077654.766,1100470.931
1651,1064282.338,1086777.513,1110180.2
1652,1055722.607,1078439.013,1101230.124
1653,1053955.232,1076704.133,1099382.136
1654,1065233.765,1087795.756,1111174.949
1655,1064985.384,1087554.38,1110915.22
1656,1061545.894,1084206.088,1107318.867
1657,1063916.405,1086521.973,1109797.453
1658,1072850.035,1095229.077,1119138.435
1659,1066747.408,1089328.29,1112757.507
1660,1069559.099,1092062.223,1115697.389
1661,1069095.821,1091613.365,1115212.964
1662,1053532.146,1076513.913,1098939.564
1663,1046905.713,1069993.814,1092010.945
1664,1042090.006,1065226.526,1086975.62
1665,1058615.394,1081662.901,1104254.544
1666,1063639.895,1086585.251,1109508.141
1667,1067500.606,1090350.602,1113544.879
1668,1062327.984,1085324.261,1108136.364
1669,1063380.779,1086352.586,1109237.145
1670,1061773.924,1084785.321,1107556.996
1671,1060101.494,1083151.727,1105808.282
1672,1057855.901,1080954.997,1103460.268
1673,1071596.506,1094426.629,1117827.423
1674,1074005.269,1096759.717,1120346.004
1675,1077691.959,1100322.994,1124200.786
1676,1079011.066,1101594.308,1125580.023
1677,1081710.864,1104192.549,1128402.911
1678,1075558.923,1098287.2,1121970.42
1679,1069803.193,1092732.239,1115952.206
1680,1075972.843,1098718.463,1122403.171
1681,1080836.825,1103411.706,1127488.929
1682,1077338.805,1100051.316,1123831.378
1683,1068351.779,1091390.104,1114434.522
1684,1074442.82,1097307.36,1120803.294
1685,1081354.181,1103985.579,1128029.791
1686,1076079.624,1098920.407,1122514.693
1687,1078406.489,1101165.841,1124947.641
1688,1081832.897,1104465.962,1128530.272
1689,1078156.797,1100937.421,1124686.521
1690,1080594.549,1103285.952,1127235.413
1691,1082781.731,1105388.777,1129522.308
1692,1092398.169,1114615.308,1139577.235
1693,1094957.669,1117051.005,1142253.426
1694,1096621.587,1118631.336,1143993.199
1695,1109152.825,1130511.567,1157095.84
1696,1100017.204,1121941.231,1147543.613
1697,1097057.298,1119143.576,1144448.713
1698,1094421.722,1116646.198,1141692.933
1699,1099555.314,1121523.712,1147060.596
1700,1103413.209,1125173.148,1151094.39
1701,1094324.073,1116604.573,1141590.767
1702,1103371.26,1125200.003,1151050.485
1703,1102138.173,1124038.113,1149761.148
1704,1101442.739,1123382.417,1149033.98
1705,1101100.905,1123060.239,1148676.537
1706,1088643.002,1111290.66,1135650.532
1707,1084118.718,1106971.436,1130919.92
1708,1077274.273,1100410.88,1123763.347
1709,1072203.034,1095520.658,1118460.837
1710,1071921.158,1095248.078,1118166.086
1711,1066918.946,1090401.377,1112935.752
1712,1062704.515,1086300.299,1108529.122
1713,1064281.979,1087841.856,1110178.496
1714,1069099.732,1092542.444,1115215.918
1715,1066896.752,1090402.891,1112912.461
1716,1069858.773,1093286.528,1116009.528
1717,1062088.118,1085743.204,1107884.51
1718,1067787.742,1091315.526,1113844.015
1719,1072373.903,1095776.439,1118639.284
1720,1067134.455,1090701.956,1113160.895
1721,1059503.881,1083276.289,1105182.346
1722,1068214.608,1091813.153,1114290.261
1723,1067593.101,1091209.215,1113640.392
1724,1061473.328,1085256.311,1107241.536
1725,1060081.979,1083895.66,1105786.719
1726,1063757.571,1087495.891,1109629.897
1727,1068727.956,1092348.365,1114826.911
1728,1064392.819,1088135.029,1110294.069
1729,1066401.337,1090095.328,1112394.154
1730,1071465.073,1095027.809,1117688.776
1731,1074377.105,1097851.753,1120733.574
1732,1070258.038,1093868.25,1116426.656
1733,1074607.376,1098090.148,1120974.304
1734,1068129.844,1091826.835,1114201.374
1735,1071642.791,1095243.941,1117874.49
1736,1068666.485,1092358.554,1114762.443
1737,1060606.797,1084523.342,1106335.212
1738,1066758.654,1090547.599,1112767.572
1739,1064958.175,1088794.697,1110884.97
1740,1065165.522,1088997.334,1111101.751
1741,1069733.192,1093452.118,1115877.685
1742,1074387.317,1097972.629,1120744.016
1743,1072566.097,1096211.24,1118839.728
1744,1062926.047,1086872.405,1108760.07
1745,1064569.453,1088478.717,1110478.394
1746,1069941.637,1093721.283,1116095.528
1747,1063020.047,1086999.461,1108858.292
1748,1070721.525,1094525.721,1116910.936
1749,1078106.588,1101694.096,1124632.737
1750,1078841.545,1102403.373,1125401.186
1751,1073657.627,1097407.602,1119980.86
1752,1080631.723,1104160.374,1127272.953
1753,1080462.991,1103998.523,1127096.505
1754,1081345.712,1104848.556,1128019.458
1755,1083154.561,1106588.452,1129910.768
1756,1076901.868,1100585.137,1123372.932
1757,1082662.511,1106146.938,1129396.238
