"","V_bh","V_con","V_new"
"570",860784.815786967,854352.955904032,866878.82455238
"571",860760.465770599,854322.592119929,866846.69670079
"572",854903.035621662,847342.696665882,859516.218987329
"573",854714.597626947,847114.886624111,859278.784257231
"574",853422.442618414,845560.810943635,857660.378799443
"575",856240.158338296,848951.902575134,861184.243597047
"576",853808.166814581,846034.05278434,858139.674691465
"577",848272.481597239,839372.082997501,851211.764236415
"578",847929.804200625,838954.91690271,850781.345166661
"579",850077.82946553,841560.257983246,853467.293266998
"580",848028.853645297,839079.930051801,850901.953609611
"581",852451.986275116,844445.458391173,856434.516044931
"582",853211.16754107,845359.429161661,857382.742533781
"583",855560.073457341,848187.010971027,860320.032505109
"584",860463.737111061,854071.955328888,866453.835357531
"585",864795.841199517,859235.331886638,871872.502881897
"586",866490.16685699,861242.137132065,873990.782033416
"587",866255.014546233,860962.802563636,873694.898351086
"588",855894.330345103,848706.891639745,860729.94916752
"589",856284.764205308,849174.079247653,861216.798902298
"590",854591.136791739,847141.336972262,859096.071171329
"591",851497.747002932,843420.418899725,855223.960756463
"592",851464.793780945,843379.156093447,855181.068574002
"593",852740.28124455,844918.227947227,856775.297377354
"594",849470.183561673,840974.350561702,852682.090045426
"595",848190.040311552,839422.356136522,851078.713699764
"596",851078.439484559,842926.216579232,854691.017633919
"597",841176.329807685,830957.059363445,842299.836895103
"598",839626.840254617,829055.491146488,840359.454455193
"599",836756.665057004,825526.442654019,836766.630136829
"600",838914.38272647,828188.29124997,839464.705373754
"601",846281.051939872,837250.629145377,848680.220782451
"602",845559.432658457,836370.750346516,847775.669626434
"603",842863.803692482,833084.863474688,844401.237553094
"604",838635.918302378,827910.903409071,839109.646241885
"605",847047.40142208,838263.823256408,849632.432810145
"606",843097.003560366,833458.624377199,844688.033894457
"607",844521.928578366,835199.745769451,846469.238965868
"608",843837.589692061,834362.895693081,845611.333040213
"609",842797.028943004,833089.984601629,844307.722319881
"610",845125.604657643,835937.663973046,847219.575142927
"611",847410.555113725,838722.850660394,850076.844042465
"612",847571.79663919,838917.312499333,850276.928328015
"613",854590.028855638,847444.358764951,859056.479366124
"614",853002.986388258,845533.400696771,857069.110719827
"615",852873.433066317,845375.739269429,856905.352492304
"616",853556.319519642,846197.85271309,857758.118911592
"617",854266.753942915,847052.485716945,858645.353350881
"618",852612.656824464,845059.851066071,856574.085925164
"619",858313.316715736,851936.815703577,863705.090470012
"620",857250.553072039,850663.301114136,862373.699487907
"621",860867.110796286,854997.432101266,866897.075401375
"622",862177.979020633,856559.417196415,868535.572612565
"623",858966.668560504,852734.688105443,864515.919853742
"624",858600.236041629,852295.129527943,864055.778375013
"625",852257.605189102,844704.154116476,856118.217541221
"626",852325.203792685,844784.316321236,856201.135802913
"627",857946.712755498,851569.147179239,863233.106706073
"628",863248.796454365,857918.5917639,869865.412718985
"629",870261.618179716,866255.505842962,878638.194150632
"630",870568.268930629,866615.364592633,879020.214459064
"631",868197.266333277,863822.970335031,876051.954898146
"632",873905.540477294,870563.165908639,883192.486396029
"633",869832.189987674,865787.985642741,878094.249152306
"634",871664.108978617,867945.461045161,880384.685082663
"635",868952.098784053,864755.983765192,876989.756816112
"636",866732.223008669,862135.706865077,874210.587134841
"637",874711.132644627,871576.656464778,884192.137760241
"638",868830.060923604,864689.892138248,876832.079711785
"639",872322.131980212,868809.964557987,881199.697906702
"640",868794.815031813,864665.547118017,876784.657829754
"641",869181.367214431,865120.562679458,877266.650809534
"642",869592.087247961,865603.86350835,877778.882604376
"643",866117.80240661,861506.420569287,873430.196299767
"644",867942.066745624,863666.144105282,875711.05472963
"645",868552.132435843,864385.839579253,876472.707810121
"646",873309.767026267,870002.380694102,882423.799098548
"647",877921.920164975,875412.137327863,888192.863994589
"648",878905.602560432,876557.939572394,889421.986296673
"649",873531.656690609,870298.281101287,882696.444113239
"650",881864.88109061,880071.934274869,893121.31337141
"651",883722.232913881,882225.333024784,895443.570861575
"652",882383.401784371,880674.928117905,893766.764241221
"653",883913.952767555,882448.324324635,895680.128520271
"654",887747.379191689,886882.49076085,900474.850551036
"655",877628.815769033,875232.933088371,887812.842885497
"656",876036.515964215,873373.862279284,885818.896258598
"657",878030.167349226,875703.647415147,888311.691760413
"658",876184.085721413,873549.57559222,886000.213316582
"659",882879.340662428,881375.138142076,894375.655187669
"660",881351.040229676,879603.023759333,892461.784575098
"661",880603.53397869,878733.883786402,891524.843642754
"662",875792.209010498,873140.055198932,885503.252731441
"663",882251.18405209,880694.568170839,893583.061192369
"664",876876.816553325,874460.250555295,886856.991466803
"665",878664.519053758,876547.460489317,889092.103724234
"666",875955.267407873,873388.933541838,885700.626953792
"667",880448.663582671,878643.215263438,891321.103136588
"668",873644.317943658,870729.976122647,882805.844761944
"669",871353.441542744,868040.641912545,879937.839098009
"670",879964.014393948,878174.041713968,890709.726738324
"671",886746.562583287,886065.063199781,899194.389921714
"672",884747.21713422,883757.938000096,896691.14778473
"673",884981.349622255,884027.588015609,896982.433242648
"674",884145.674982977,883060.449719906,895935.176022873
"675",885901.608211827,885091.658902469,898130.538567698
"676",890769.032496135,890710.498092241,904218.998721113
"677",895780.485915406,896459.601650276,910487.668128195
"678",904122.127574075,905969.754961553,920923.069060409
"679",901255.647309106,902734.31624961,917334.86784177
"680",894746.27398295,895362.17094269,909188.678824972
"681",888928.573054817,888718.5224039,901907.910312581
"682",885669.706861088,884968.464798127,897828.755819877
"683",889312.824112346,889176.630406738,902385.363013539
"684",892536.888300097,892882.60544156,906417.651014142
"685",889673.997235269,889603.001959198,902833.940602718
"686",897371.71261662,898449.705224873,912463.660976754
"687",892385.513641169,892773.442122442,906223.267707558
"688",890854.886577542,891019.239661542,904306.486014437
"689",890991.007829309,891174.440745432,904475.139813537
"690",890340.278650462,890426.626638199,903659.286353852
"691",886583.52905207,886110.579605041,898957.180145232
"692",884799.155893833,884049.972772471,896722.911338535
"693",877706.436411563,875844.01328808,887846.839611209
"694",877793.651866611,875944.685718707,887954.302477453
"695",881171.177364112,879887.782216911,892178.601268816
"696",889522.08610723,889595.407451819,902625.597177094
"697",888463.281986673,888376.729538575,901299.160350342
"698",885548.509603875,885019.013376831,897650.536033874
"699",888579.155042155,888521.344265388,901440.818495139
"700",885042.473404321,884448.146329172,897014.061318769
"701",888060.559289633,887938.36728765,900788.629267361
"702",888195.632637378,888092.930544954,900955.971928949
"703",883953.239924589,883204.626679504,895646.229055596
"704",885099.039739598,884530.809280448,897078.192673023
"705",879882.74111401,878495.495030368,890549.898721577
"706",880563.446251928,879287.224819459,891399.935879028
"707",877409.457098331,875615.463036153,887452.003538937
"708",875676.105278253,873588.685559527,885281.572630544
"709",879174.186339913,877685.136127854,889656.710543782
"710",877633.3689023,875887.378709884,887727.17865473
"711",872053.434147852,869366.601990405,880743.903178853
"712",873551.385613963,871128.749186471,882616.478942141
"713",877203.378722678,875417.886087414,887184.191608653
"714",875007.29338418,872849.477406075,884434.788522014
"715",873461.826413642,871036.053312612,882499.439137365
"716",877055.582913477,875257.491009442,886994.286158847
"717",879438.3422628,878042.702490953,889973.933545609
"718",879755.79692057,878411.566528939,890369.4717023
"719",883076.134238231,882279.26563497,894522.216643047
"720",887882.159744861,887854.093411889,900533.854645831
"721",897303.26747992,898713.674980294,912319.883532826
"722",894656.699027521,895697.729596146,909006.835974073
"723",892637.128423003,893388.35801423,906478.288122589
"724",895364.882994727,896513.341737553,909889.593531619
"725",898354.657139862,899926.668573201,913628.7378309
"726",899114.942398766,900790.604798016,914578.34563573
"727",894391.656314239,895421.161485137,908666.908975659
"728",897642.555057478,899137.234346251,912732.772372088
"729",901851.193760102,903929.059878577,917996.9600057
"730",901072.808384168,903046.37555964,917021.383112221
"731",899714.834828972,901505.768634822,915320.625488848
"732",900589.957578778,902498.782260401,916413.917962295
"733",899143.942041095,900857.190967854,914603.002210435
"734",901191.867765393,903183.906996885,917163.705765565
"735",897299.468565692,898769.768276328,912291.874775788
"736",904490.295767465,906962.020599551,921287.376659535
"737",905292.891738042,907867.408794924,922289.92362681
"738",910300.098212648,913514.642460184,928553.279256726
"739",910108.368717395,913298.82931836,928311.726201154
"740",910484.608122964,913719.896568718,928780.815834291
"741",914612.707839232,918345.827079917,933944.233088175
"742",926489.148573143,931589.630611771,948802.374623333
"743",921792.661956403,926424.685039116,942924.469457357
"744",928203.611768467,933513.179214312,950944.1887511
"745",928564.467382186,933908.581320056,951394.030183874
"746",926730.801517123,931896.380818463,949098.086342396
"747",922126.261778811,926833.463322227,943335.22511071
"748",919907.81643422,924380.462885935,940557.845184446
"749",919724.510605255,924176.534324158,940326.831820134
"750",923801.987967975,928696.071760215,945426.910385257
"751",928451.531589183,933825.663112491,951242.758253002
"752",933022.36468463,938841.023922863,956960.123510914
"753",933026.681486378,938845.107502514,956963.863582151
"754",935048.112711259,941050.66976357,959491.41721961
"755",936887.157645594,943052.780173252,961790.769130339
"756",940514.934738518,946994.13069893,966328.182717894
"757",940807.438209746,947310.118431685,966692.501949984
"758",940518.8979709,946997.419252095,966329.819292029
"759",935602.444826372,941676.274135276,960176.692006484
"760",933072.940129667,938922.556461479,957010.114618856
"761",929391.214594751,934902.956296136,952401.878518458
"762",926707.994617066,931960.947858184,949042.972571267
"763",931783.028148692,937541.780847378,955391.193414927
"764",924802.248530949,929909.752093071,946655.180846095
"765",920988.305566329,925705.31780826,941881.514297651
"766",918820.595229668,923304.051730648,939167.61401331
"767",915583.034569032,919708.947599496,935115.117003612
"768",916239.163043377,920439.472365254,935934.4038396
"769",918126.70330171,922541.025022447,938294.433099716
"770",918851.282546251,923345.406050409,939199.365539375
"771",921389.308634422,926162.358327782,942373.282669783
"772",919073.589875955,923598.581123372,939474.194248079
"773",922332.862471533,927215.611006051,943550.535008555
"774",925852.795209872,931106.517689177,947953.013739653
"775",931047.536043112,936825.230521178,954451.012359092
"776",935545.995100324,941747.695700692,960077.823220364
"777",936714.467908615,943019.321751502,961538.155286987
"778",937214.025600492,943561.845636016,962161.540759952
"779",936719.250469524,943023.631708864,961540.817004974
"780",936873.55537111,943190.796759774,961732.222186727
"781",935970.504121845,942208.585607378,960600.663352535
"782",937243.334844732,943593.077619071,962191.5680419
"783",933890.367241441,939949.151751494,957994.673865552
"784",929876.347836924,935570.037162825,952970.671675509
"785",925852.761185652,931159.52587557,947934.698946327
"786",935339.712527934,941605.858280993,959803.111354679
"787",936442.057343013,942805.922729767,961180.704076194
"788",937445.651224442,943897.032947636,962434.739629527
"789",934581.142732153,940783.868337376,958849.005492864
"790",936644.334307384,943032.543126026,961428.809680682
"791",940319.88638584,947029.475947507,966025.999330135
"792",941386.65297564,948184.220672197,967359.076576182
"793",946543.792850821,953761.629986589,973810.028876897
"794",951711.204503652,959318.157335187,980273.833225808
"795",954564.770753808,962368.730052393,983842.554206892
"796",954467.89233481,962265.04211279,983719.67881793
"797",959753.533185425,967899.09954526,990331.411539109
"798",970620.142602978,979415.143317094,1003926.05213124
"799",976618.819128813,985699.061607463,1011429.93508925
"800",971547.898886508,980421.004168479,1005083.53857097
"801",975790.345194958,984860.861173315,1010390.02628099
"802",976159.707051521,985245.411561832,1010850.51072481
"803",970742.038773881,979603.204198449,1004070.26306472
"804",966804.519719083,975478.75229601,999141.978112244
"805",965942.005698499,974571.058974926,998061.139458578
"806",951595.070922975,959463.400148363,980108.593556331
"807",948062.859403007,955684.177565889,975687.429391437
"808",947662.531123248,955253.731342635,975184.877536691
"809",954389.517529314,962482.052521894,983600.021816849
"810",954519.044321467,962619.767703166,983760.42462808
"811",952753.269718343,960736.309158459,981549.426333541
"812",957973.460193848,966313.108281535,988079.267545381
"813",956493.328779564,964740.210317794,986225.666008718
"814",957113.775118914,965400.069470861,987000.307357402
"815",958732.811842508,967121.339630667,989024.384994852
"816",953548.419199766,961617.188401132,982536.011809142
"817",952449.369366314,960443.397560843,981159.219546415
"818",958612.457251312,967031.282954351,988868.813997014
"819",960259.292258605,968779.490777793,990927.672847027
"820",962430.988194046,971080.667622237,993643.23769034
"821",962891.54429007,971567.292177855,994217.824366574
"822",967472.465763897,976408.046499332,999947.812203515
"823",974043.016922467,983317.314288161,1008167.22470201
"824",974537.140945822,983833.01113303,1008783.81156892
"825",972702.876923412,981918.142854375,1006487.11931297
"826",967227.855119229,976192.085686482,999635.110920463
"827",970306.562407822,979430.559563605,1003485.52836884
"828",969357.807378399,978435.585584409,1002296.78496491
"829",970734.429053443,979880.179758026,1004017.55289362
"830",974201.506786746,983513.381190782,1008353.89944242
"831",968221.318382665,977268.601792574,1000869.82660012
"832",963952.585908267,972782.700248159,995527.12741704
"833",958772.110316635,967312.79935661,989043.655245679
"834",956576.817050115,964981.436172567,986295.243199498
"835",950472.738708179,958483.835344142,978656.159266957
"836",951214.952887037,959278.71745503,979583.156536432
"837",951385.877794379,959461.275591844,979795.356669388
"838",955741.427155187,964123.860070859,985243.35891852
"839",965348.144148967,974358.428578254,997261.622110026
"840",976344.239220942,985952.36757135,1011018.27515297
"841",969713.264249597,979041.316249865,1002719.93815771
"842",965649.733415629,974775.927937326,997633.98726714
"843",966739.218433013,975924.121772812,998995.489809781
"844",959963.236613325,968788.681170648,990515.720245875
"845",956436.657769111,965047.295062864,986101.603684883
"846",954913.952023598,963425.496556471,984194.733144987
"847",957612.315451074,966303.135273931,987569.264354334
"848",948400.679884777,956505.227780855,976042.004822671
"849",952772.17009466,961202.336715951,981509.952262166
"850",948536.033783577,956671.756989324,976208.037398628
"851",945863.47010316,953799.861713941,972862.464610579
"852",944913.192134812,952775.325508582,971671.815705471
"853",942075.688184231,949713.700056219,968119.869651393
"854",947052.015127738,955099.523958919,974344.588811998
"855",953886.360571184,962454.140175949,982894.060719727
"856",957373.807340639,966178.984783335,987255.893006558
"857",958313.151752143,967178.032951461,988429.53962312
"858",953929.871424988,962518.199614489,982943.518166672
"859",947123.186447749,955246.853483706,974425.332812039
"860",946069.817349592,954112.499843593,973105.696285314
"861",948521.939226884,956754.390505548,976172.130067072
"862",949894.810631724,958229.184466394,977888.205657696
"863",949775.523529815,958100.707660015,977737.292524677
"864",950413.874891629,958785.30300818,978534.336637467
"865",939681.674437063,947275.614256576,965104.546317603
"866",933885.150376166,940982.333132892,957850.274301498
"867",931924.124565445,938838.302556695,955394.977696013
"868",932542.105754726,939514.592326036,956166.534648929
"869",937557.570619833,945003.878897541,962440.223177041
"870",938965.257116388,946535.409642296,964199.859410418
"871",945990.986024905,954168.984928259,972988.790309644
"872",941904.837595219,949763.59946074,967874.540283309
"873",945658.933244743,953828.730287269,972570.003648883
"874",940907.332115503,948704.082994577,966623.139204867
"875",941297.657242494,949126.709211546,967109.852892647
"876",940477.824019292,948237.612853129,966082.416452666
"877",945550.826485068,953740.237674035,972428.096026734
"878",946785.081978415,955070.983426936,973970.735388898
"879",940912.282546064,948744.292767296,966621.027628029
"880",941739.078872709,949640.305624545,967653.854080817
"881",938110.796261527,945708.867100733,963112.485766594
"882",931007.077900463,937980.851791378,954222.65224212
"883",931308.746316462,938311.124900872,954598.438653107
"884",931061.542296019,938039.386210149,954287.475871617
"885",931288.467224444,938287.621122439,954569.743230951
"886",932016.198340982,939084.99630293,955478.619292853
"887",930989.331183089,937959.313025695,954192.141993787
"888",927094.196904531,933685.693579259,949316.888873343
"889",928288.698529742,935001.339925798,950809.788195697
"890",925019.356470344,931402.418721891,946717.526299867
"891",918015.020503439,923663.31405994,937952.040026963
"892",914304.950709978,919528.771756384,933308.339590275
"893",914178.125086511,919386.01026463,933147.994259081
"894",920711.547607244,926698.703593069,941320.951405911
"895",920985.212329711,927001.879284634,941661.699595551
"896",926406.302876983,933019.620835613,948442.906977187
"897",932987.281093631,940279.054416917,956675.365810745
"898",936367.871624374,943979.485247435,960903.499571699
"899",944971.11536337,953359.854283928,971666.21702682
"900",948735.421517935,957424.023498199,976374.455776301
"901",948351.48920607,957010.725032038,975892.418556585
"902",951683.985192795,960595.325801858,980060.376424063
"903",944469.944943648,952862.848415203,971032.50815322
"904",937552.288632647,945387.094878552,962375.475465785
"905",942524.22849495,950801.934157524,968594.705510387
"906",947136.615045039,955796.597203969,974364.062450747
"907",950629.1341439,959558.926963621,978732.24123613
"908",945935.810970807,954521.573962829,972858.294170845
"909",947574.618182933,956288.99854835,974907.108643546
"910",946674.763185291,955319.529131334,973779.548959386
"911",951100.035874959,960089.458805081,979314.789037587
"912",948569.712791678,957374.95966278,976147.187684675
"913",950278.112662701,959212.358624979,978283.076492188
"914",944289.67041696,952782.68528392,970788.676443206
"915",940637.133046339,948833.755878342,966216.960573974
"916",943926.825574449,952404.475451937,970331.362754034
"917",949275.331041931,958187.809581933,977021.751683836
"918",955677.801513321,965069.974068836,985030.861626529
"919",955973.954440724,965385.653576561,985399.747058183
"920",951390.547396268,960494.726514095,979663.327053049
"921",957825.634844766,967396.528295481,987713.247357499
"922",960906.329996184,970677.052758725,991566.152019841
"923",963981.04148996,973940.163442981,995411.569929743
"924",958402.93590334,968039.282242343,988430.583108653
"925",954325.763376017,963699.944921306,983327.563731355
"926",954273.645761281,963643.773942234,983260.693060688
"927",957943.901412591,967567.564459217,987851.255820494
"928",956506.012980033,966036.086570515,986050.508702567
"929",957443.247925973,967035.313586078,987221.515955817
"930",961330.556479472,971176.433071356,992083.655306843
"931",956221.355339635,965755.185741354,985689.361729568
"932",957191.349970071,966789.739853299,986901.357900058
"933",964576.400244388,974660.305007095,996139.871692173
"934",971285.393246799,981754.037064987,1004532.50262568
"935",964083.962988874,974193.676373868,995520.411975851
"936",966049.878104273,976273.253454848,997978.503857127
"937",966299.314509189,976536.263966714,998288.937575847
"938",958854.318742097,968678.473370634,988972.09776095
"939",957804.875631762,967561.458758379,987657.373430188
"940",962764.058967562,972844.556017675,993860.64250883
"941",964657.114438222,974850.064578513,996227.572402609
"942",970283.89648991,980799.467570762,1003266.14099457
"943",972590.535044388,983223.43675501,1006150.54604282
"944",979870.661351254,990855.63307989,1015257.77896686
"945",985389.404360268,996597.107115992,1022161.16910863
"946",990583.430847465,1001969.62795562,1028658.2739383
"947",989973.449722823,1001341.82007677,1027893.40444403
"948",983324.576025744,994495.997654771,1019572.67256314
"949",991542.771671248,1003016.42528098,1029853.61784368
"950",994465.785429886,1006021.15405978,1033509.23154738
"951",1000846.9357267,1012561.72755846,1041491.66568764
"952",1003904.2461551,1015675.23853049,1045315.31138454
"953",1003897.50054357,1015668.35967146,1045305.21016429
"954",1003159.40441233,1014918.86749472,1044380.04317376
"955",1000332.31185948,1012046.50654039,1040841.12386053
"956",992849.342033548,1004421.30235126,1031476.77090321
"957",996672.72323918,1008347.03112558,1036258.92435659
"958",999120.628989879,1010850.66103216,1039320.08292075
"959",993606.673145011,1005224.15223409,1032419.36025654
"960",997219.425640769,1008930.72359632,1036937.97506812
"961",998756.511465178,1010502.15601621,1038859.51574051
"962",996771.891874129,1008476.1849091,1036374.69859708
"963",996829.769219563,1008535.29455642,1036445.45362058
"964",1003148.64638695,1014998.15482164,1044349.9716213
"965",1001577.34775449,1013401.36543705,1042382.30166126
"966",1003505.0982954,1015363.38152489,1044792.64202693
"967",992267.304884359,1003945.75008594,1030730.25379993
"968",993772.601970926,1005492.46876892,1032612.02040353
"969",986375.376380185,997902.803408056,1023354.95063328
"970",994028.576296001,1005816.03831149,1032928.97325684
"971",996718.664850039,1008575.42083276,1036293.15094454
"972",991014.546908241,1002740.02008306,1029154.49746465
"973",985555.438316462,997122.462421484,1022322.39968351
"974",988658.086160421,1000333.5219876,1026202.77155476
"975",984304.010658373,995841.702937783,1020753.29117548
"976",981623.341489621,993063.802275282,1017397.57680043
"977",991414.804860561,1003238.8775183,1029646.99465904
"978",990623.851831405,1002425.01250222,1028655.69311785
"979",989524.986468899,1001293.4818361,1027279.13166517
"980",992659.594582933,1004524.48746734,1031199.49222634
"981",995090.811614966,1007022.68307359,1034239.76986571
"982",999755.747622553,1011804.14010041,1040074.87668729
"983",999272.498668282,1011311.0644379,1039468.57448459
"984",1001280.71465423,1013360.58141919,1041979.5932151
"985",1008686.92660675,1020904.49653307,1051244.58449898
"986",1011428.44802083,1023676.7293362,1054673.11498116
"987",1010748.98461555,1022991.58700974,1053821.30925736
"988",1011843.83712901,1024096.5351822,1055189.52761111
"989",1023682.49686807,1036029.9359452,1070000.3975655
"990",1031681.39321723,1044001.7598563,1080006.95556646
"991",1022302.13582071,1034725.86000543,1068269.96760082
"992",1016518.4696909,1028953.87469994,1061031.78342809
"993",1015236.77672,1027667.63588832,1059426.4680718
"994",1017112.20444535,1029552.1243969,1061771.34213063
"995",1016410.03186871,1028847.91831841,1060891.12269164
"996",1013298.41618354,1025724.5451603,1056996.20803524
"997",1016355.72668916,1028802.6882345,1060819.85382876
"998",1014374.67118352,1026814.1713846,1058339.49606899
"999",1017963.09502199,1030423.45887499,1062827.67086458
"1000",1021429.96512949,1033898.03546181,1067163.75763197
"1001",1027286.49535635,1039748.814714,1074489.7871407
"1002",1022879.90365323,1035371.45730977,1068974.59849065
"1003",1030345.52028255,1042819.2739195,1078313.91690615
"1004",1025557.40957538,1038077.30367829,1072321.37167822
"1005",1024806.94072277,1037330.72526518,1071380.72393873
"1006",1017619.12485726,1030173.22997233,1062385.66761668
"1007",1019972.34175146,1032533.11206432,1065328.3514836
"1008",1015871.10629035,1028430.33055347,1060195.22456355
"1009",1006540.98353752,1019059.21795893,1048519.71386409
"1010",1001986.64494315,1014442.0175872,1042819.66430371
"1011",1011846.8341158,1024483.58582793,1055155.07188542
"1012",1017902.34856654,1030591.20786168,1062730.07045507
"1013",1015316.52387669,1027998.73780541,1059493.02549201
"1014",1012930.68118171,1025600.54587127,1056506.19800095
"1015",1011296.90717456,1023954.39407056,1054460.35885209
"1016",1011977.9748354,1024641.75295071,1055310.84959823
"1017",1021813.60567748,1034562.00117041,1067615.52979673
"1018",1016304.62329441,1029058.63570623,1060721.02992792
"1019",1021526.05628946,1034303.10808582,1067252.42578021
"1020",1017027.41853873,1029808.1755945,1061622.06911539
"1021",1018009.12181504,1030793.48363752,1062848.71514359
"1022",1017221.39046258,1030003.62441506,1061861.44456429
"1023",1010451.96770992,1023211.25784726,1053389.88170505
"1024",1009433.33189136,1022182.25019731,1052113.70345775
"1025",1003000.71838962,1015677.60174182,1044063.55633327
"1026",1000847.82136574,1013486.34188107,1041368.19046587
"1027",997040.463773117,1009602.77840644,1036602.76353487
"1028",999959.249113469,1012591.52491242,1040253.08664161
"1029",1000974.72218192,1013628.25624864,1041521.98543375
"1030",1008929.06376632,1021740.03665355,1051472.79651303
"1031",1012932.47306446,1025790.69253062,1056480.20111576
"1032",1006008.0649947,1018812.31217315,1047814.72062777
"1033",1013311.59338024,1026223.91531848,1056951.23423264
"1034",1014493.83580188,1027415.18325871,1058428.79483948
"1035",1004531.59672021,1017389.23584692,1045962.38018938
"1036",1002864.05346391,1015694.31551613,1043874.28895599
"1037",1010417.65674191,1023385.35151665,1053323.69626631
"1038",1007951.48088207,1020893.05165302,1050236.35591938
"1039",1013361.89498086,1026373.79875414,1057004.20492867
"1040",1006333.78595929,1019292.3165802,1048208.97380977
"1041",1005563.61932298,1018510.73560466,1047243.68020331
"1042",1004864.64874299,1017800.83886139,1046367.46710251
"1043",1004898.69866289,1017835.41340587,1046408.40925119
"1044",1003749.299207,1016667.36669467,1044968.61954086
"1045",1010297.92908273,1023329.9062223,1053160.60413026
"1046",1008408.8646495,1021420.4557662,1050795.34560029
"1047",1016366.46284186,1029478.32128309,1060750.23134746
"1048",1011703.38375334,1024792.92290701,1054914.12568079
"1049",1015309.68252122,1028433.14786744,1059424.66558806
"1050",1012345.68885008,1025451.42499617,1055714.45559561
"1051",1015578.33553122,1028712.55071414,1059757.48201195
"1052",1014937.62351398,1028068.30864611,1058954.16202486
"1053",1020184.22544738,1033348.54041918,1065517.04925282
"1054",1019159.07277476,1032322.2504205,1064232.71711773
"1055",1027055.4715445,1040236.10618817,1074111.03014731
"1056",1024078.58410527,1037275.43997286,1070384.68747225
"1057",1020680.92957769,1033886.74315657,1066131.88101622
"1058",1023079.52666867,1036287.35595062,1069131.34458534
"1059",1032292.98989775,1045486.19351155,1080657.56866646
"1060",1038448.79687195,1051579.3969689,1088358.05324146
"1061",1032024.82285119,1045258.43986581,1080318.71583559
"1062",1035881.08477556,1049076.32329792,1085142.00964424
"1063",1036838.78514371,1050021.21243313,1086338.62323376
"1064",1039680.12446016,1052821.85709833,1089892.04587539
"1065",1047706.17057132,1060711.7024891,1099932.57365856
"1066",1054128.35653274,1066978.77313756,1107966.35162239
"1067",1047310.49284061,1060365.79456254,1099434.17945968
"1068",1037094.67619242,1050393.41276327,1086650.48855835
"1069",1032111.51836721,1045482.23383932,1080413.90037633
"1070",1033381.56593781,1046740.01907071,1082001.32278556
"1071",1031241.84910365,1044624.03277251,1079322.44797154
"1072",1031150.30946313,1044533.49476654,1079206.25246222
"1073",1029604.84118189,1043001.80279665,1077270.90143762
"1074",1040100.75262085,1053420.20877668,1090401.72471894
"1075",1053460.10976089,1066550.02941835,1107115.29126144
"1076",1052168.00511215,1065295.73866157,1105496.94881382
"1077",1058051.23246067,1071014.56977132,1112856.38176119
"1078",1066216.02379975,1078910.29918668,1123070.50757353
"1079",1062326.22040334,1075177.30160109,1118201.92445283
"1080",1067762.08011596,1080413.5296128,1125001.61101415
"1081",1063138.417354,1075981.73331458,1119214.82305528
"1082",1056217.71991671,1069320.2834535,1110553.98531062
"1083",1058602.30794172,1071630.3589066,1113535.92073641
"1084",1063925.1663184,1076775.81397222,1120194.2200262
"1085",1071106.8543819,1083685.01614328,1129178.28702013
"1086",1075409.77865753,1087798.22180085,1134560.4447627
"1087",1072357.11734681,1084891.97849443,1130739.29381961
"1088",1061394.61129032,1074425.45707678,1117021.34513062
"1089",1057221.96859477,1070402.59578338,1111798.87347884
"1090",1059927.09157419,1073020.98443778,1115181.86223957
"1091",1057391.71139918,1070573.21102333,1112007.93345349
"1092",1057611.86351679,1070786.64487767,1112281.72667193
"1093",1059393.64851468,1072511.07226385,1114509.43495018
"1094",1063767.97486139,1076737.05722906,1119980.93096408
"1095",1059998.73501621,1073110.71211035,1115263.19695868
"1096",1053152.10213758,1066499.99308528,1106695.02878983
"1097",1049963.87944191,1063402.65559671,1102704.26344189
"1098",1052780.22953127,1066147.22379045,1106226.41956259
"1099",1046016.55104076,1059573.26480561,1097762.04392415
"1100",1052569.12129313,1065981.96581401,1105958.9587128
"1101",1047029.1080649,1060596.29987416,1099025.63305053
"1102",1045334.33902263,1058940.4660105,1096903.47691373
"1103",1047313.80498641,1060877.85314869,1099378.52361651
"1104",1047625.57506549,1061182.68698733,1099766.94922833
"1105",1049921.82938296,1063425.50736647,1102638.36151925
"1106",1034757.41261652,1048646.58186526,1083662.98214996
"1107",1031795.20981756,1045718.34976551,1079955.01289679
"1108",1041395.19501693,1055234.03525385,1091964.85326713
"1109",1044244.62712368,1058033.56973648,1095528.40160798
"1110",1044140.84896512,1057932.16170624,1095396.89326488
"1111",1044551.44525711,1058334.81829462,1095908.97023431
"1112",1047211.45383869,1060940.83809796,1099235.51186048
"1113",1051868.92611135,1065492.4152409,1105061.28005692
"1114",1048183.12753626,1061906.46259242,1100447.94776866
"1115",1055533.53865644,1069083.70639111,1109643.12105111
"1116",1051079.49303616,1064764.52929777,1104068.5580599
"1117",1055709.90760829,1069273.95081763,1109860.47166144
"1118",1052061.38434422,1065735.97009899,1105293.77824232
"1119",1055689.65189054,1069266.6045803,1109831.80548517
"1120",1052631.71131913,1066301.370957,1106004.04913112
"1121",1062166.68654173,1075573.51578409,1117932.54901851
"1122",1070804.87933927,1083902.86524774,1128738.99473569
"1123",1061987.25328059,1075466.6265078,1117704.71989995
"1124",1066146.15343746,1079477.87220004,1122906.67466512
