"","V_bh","V_daily"
"427",955802.356384456,957280.893015872
"428",959495.182550364,961301.551111111
"429",960159.744920849,962017.169999999
"430",958324.787968126,960019.452698412
"431",953365.431861394,954619.166031746
"432",956529.513555086,958074.143015873
"433",950224.262428166,951194.096984127
"434",950840.757119357,951864.061111111
"435",951505.319489842,952586.319047619
"436",953419.64152193,954678.930793651
"437",953363.188703027,954610.321904762
"438",949413.253861437,950280.303015873
"439",949693.274797582,950581.03952381
"440",949156.145185755,949983.283968254
"441",949484.233801192,950336.984603175
"442",951927.300305497,953016.913174603
"443",948554.177615416,949310.324920635
"444",945709.799397552,946170.913809524
"445",946662.767843791,947216.265714286
"446",947038.92413852,947623.987301587
"447",945444.30558226,945856.944761905
"448",945051.37900831,945414.930793651
"449",945475.602982332,945876.513015873
"450",943256.10459527,943414.701111111
"451",937768.004016322,937321.343968254
"452",934154.542929779,933279.848730159
"453",933905.819393706,932992.254761905
"454",933368.68978188,932381.072857143
"455",934706.199662458,933873.429206349
"456",938158.687431904,937733.251111111
"457",942380.258070029,942436.705873016
"458",953475.506846974,954750.193174603
"459",948468.08306095,949252.198730159
"460",943316.456237048,943562.38
"461",940664.348736354,940610.899047619
"462",942290.264692687,942413.066984127
"463",946656.03836869,947256.938412698
"464",944388.472302335,944741.992380952
"465",949186.855091969,950054.843174603
"466",950043.688179624,950992.37031746
"467",950996.656625863,952034.999206349
"468",953583.926168045,954875.127777778
"469",956844.143220321,958445.90952381
"470",960104.360272597,962004.096190476
"471",959182.689226431,960993.497777778
"472",958741.694973189,960505.951746032
"473",957627.753209853,959283.64984127
"474",959253.669166186,961053.822380952
"475",961071.855839689,963030.856349206
"476",963226.516268239,965370.201746032
"477",966102.191886176,968487.504444444
"478",966189.942105151,968576.578253968
"479",963682.037642334,965854.952063492
"480",959924.373517913,961768.072698413
"481",962848.116815142,964950.034603175
"482",967934.905680532,970474.215555556
"483",964561.782990451,966822.142857143
"484",961861.607810464,963885.397301587
"485",956565.777948685,958113.600634921
"486",958480.099980773,960203.561746032
"487",957750.699651776,959399.604285714
"488",955675.404302591,957122.295079365
"489",955811.222200859,957264.298571428
"490",957581.341195069,959198.422063492
"491",958053.632848384,959708.546984127
"492",954199.833365378,955485.407777777
"493",951307.387468222,952299.261904761
"494",953558.183255357,954774.086984127
"495",950569.601999616,951479.729365079
