"","V_bh","V_daily"
"946",957828.117700556,985982.271746034
"947",947126.595030639,973421.790634923
"948",949220.463668479,975898.231269843
"949",929577.189747762,952609.757142859
"950",929391.532318013,952371.66793651
"951",903330.967963468,920678.570793653
"952",920702.233369475,942524.309047621
"953",903834.88660843,921799.308888891
"954",920817.522212083,943155.988888891
"955",922872.201290021,945671.114603177
"956",931298.449648569,956003.675555558
"957",927507.352707905,951393.849523812
"958",927916.070269991,951878.676825399
"959",910568.651400156,930724.260000002
"960",905017.290060595,923790.73746032
"961",905151.680703372,923943.983015875
"962",917774.477768012,939813.876507939
"963",922794.50021181,946009.519365081
"964",916847.977476578,938694.062380954
"965",922612.6015585,945810.77761905
"966",933520.855377461,959190.914761907
"967",934488.024168139,960350.903968256
"968",936477.387312909,962744.442857145
"969",931791.462087833,957078.739047621
"970",921886.793802575,945025.350952383
"971",919075.435859443,941550.7084127
"972",930016.347644987,955070.910952383
"973",925901.936835138,950043.533492066
"974",915598.841357551,937410.525555558
"975",918264.224410617,940709.289365082
"976",921765.651408243,945026.332222224
"977",926968.558464914,951416.753809526
"978",933680.263577783,959623.785555558
"979",935973.345811787,962391.518888891
"980",932120.198734613,957718.555396828
"981",931506.721942608,956959.81730159
"982",920008.344888033,942933.70746032
"983",907899.26385833,927939.613809526
"984",910182.548702359,930790.464603177
"985",918883.123980216,941671.398571431
"986",922982.191766336,946727.769365082
"987",915079.4568327,936985.970634923
"988",918169.393451362,940821.826825399
"989",908744.797274895,929119.545873019
"990",898271.880371069,915955.828412701
"991",906384.612250408,926273.0468254
"992",912982.014480231,934580.078253971
"993",919860.275222681,943157.971269844
"994",916794.18514019,939350.621746034
"995",929710.903904089,955393.749365082
"996",929962.86322657,955688.234285717
"997",933826.793653282,960395.66714286
"998",932694.055192586,959005.746666669
"999",939565.784341718,967367.168571431
"1000",931858.997207588,958057.052063495
"1001",939906.413153758,967851.234285717
"1002",934884.110872864,961779.813650796
"1003",936723.247371345,964002.632857146
"1004",944228.541072214,973090.621428574
"1005",949473.903485445,979374.863333336
"1006",941303.373225817,969606.255396828
"1007",945572.262438176,974744.182380955
"1008",959520.97294614,991475.279841273
"1009",959723.945318745,991704.208412701
"1010",949381.660281257,979501.48698413
"1011",937984.522923093,965879.671111114
"1012",944431.698506629,973684.66730159
"1013",952064.358277177,982857.679206352
"1014",949517.529863378,979812.894444447
"1015",952133.925966567,982925.978571431
"1016",957006.987560736,988719.273809527
"1017",941756.210145617,970636.235396828
"1018",945254.371346584,974844.330317463
"1019",953184.21861305,984374.996031749
"1020",949282.084586,979715.900952384
"1021",951291.04251072,982109.591269844
"1022",944505.210034269,973994.638888892
"1023",937758.56711772,965863.844920638
"1024",937641.491417797,965708.729365082
"1025",930277.612932804,956744.175873018
"1026",928703.991923218,954803.279047622
"1027",920170.958234504,944312.060793653
"1028",919191.712216754,943079.983650796
"1029",930295.913835221,956869.858888891
"1030",931197.766692731,957963.602063495
"1031",948144.478533141,978706.73698413
"1032",947406.901468116,977809.673809526
"1033",947348.610108045,977727.930952383
"1034",951568.512370527,982781.388095241
"1035",952062.140645732,983359.52777778
"1036",952931.335536657,984386.183333336
"1037",944264.404184947,974024.870634923
"1038",951110.006960812,982271.53698413
"1039",945036.118155901,974988.024920637
"1040",941568.335084422,970792.203015876
"1041",937065.294472219,965319.422380955
"1042",938388.435098667,966918.943333336
"1043",939705.044131799,968506.649841273
"1044",935071.371653258,962861.071904765
"1045",946851.593180021,977240.399682542
"1046",947681.598511046,978227.261269844
"1047",951078.520015601,982303.142539685
